TEMP,SALT,d5,d10,d30,d50,d100,d150,d200,d300,d500,d700,d900,d1000,d1200
27.285,35.835,27.23,27.135,25.811,22.526,19.907,17.542,15.683,13.798,12.375,11.383,10.024,9.183,7.411
25.416,36.072,25.398,25.382,25.343,25.299,22.247,18.495,16.286,14.06,12.317,11.246,9.865,9.096,7.191
25.467,36.151,25.433,25.396,25.265,25.076,22.885,18.954,16.449,14.128,12.376,11.271,9.881,9.073,7.434
26.728,36.176,26.617,26.505,25.915,25.279,23.115,19.416,16.729,14.253,12.499,11.366,9.998,9.208,7.46
28.66,36.153,28.509,28.368,27.071,25.678,23.076,19.3,16.747,14.345,12.594,11.428,10.066,9.234,7.445
29.993,36.196,29.907,29.8,28.561,26.541,23.215,19.495,16.865,14.353,12.486,11.328,9.903,9.141,7.402
28.446,36.195,28.406,28.366,27.634,26.185,22.717,19.308,16.668,14.253,12.464,11.288,9.897,9.107,7.45
26.198,36.025,26.084,25.92,24.908,23.983,21.264,18.551,16.208,14.001,12.405,11.294,9.865,9.031,7.379
25.363,35.849,25.272,25.125,23.975,22.551,19.737,17.726,15.924,13.745,12.223,11.163,9.765,8.94,7.343
26.108,35.801,25.912,25.647,23.637,22.003,19.459,17.525,15.806,13.725,12.244,11.2,9.819,9.009,7.383
27.807,35.828,27.632,27.348,25.088,22.875,19.963,17.714,15.791,13.735,12.288,11.19,9.83,9.058,7.383
27.331,35.846,27.284,27.208,26.059,23.807,20.163,17.696,15.779,13.802,12.273,11.228,9.846,9.032,7.318
25.453,36.1,25.434,25.417,25.38,25.337,22.341,18.579,16.355,14.11,12.266,11.129,9.727,8.95,7.14
25.486,36.172,25.449,25.408,25.285,25.105,22.962,19.056,16.528,14.164,12.329,11.175,9.766,8.963,7.384
26.721,36.194,26.611,26.501,25.919,25.284,23.179,19.487,16.778,14.265,12.434,11.243,9.862,9.077,7.403
28.715,36.176,28.562,28.417,27.108,25.709,23.151,19.356,16.792,14.341,12.52,11.295,9.925,9.111,7.398
30.008,36.225,29.932,29.833,28.646,26.577,23.337,19.577,16.928,14.374,12.425,11.236,9.815,9.06,7.379
28.433,36.22,28.405,28.377,27.777,26.38,22.939,19.463,16.778,14.293,12.421,11.211,9.805,9.037,7.416
26.117,36.04,26.041,25.925,25.126,24.328,21.653,18.814,16.366,14.034,12.349,11.203,9.784,8.961,7.352
25.302,35.858,25.236,25.136,24.278,23.028,20.304,18.144,16.185,13.849,12.188,11.094,9.698,8.89,7.312
26.1,35.804,25.928,25.689,23.966,23.223,19.895,17.836,16.006,13.817,12.224,11.132,9.733,8.928,7.334
27.833,35.826,27.667,27.414,25.327,24.148,20.304,17.927,15.93,13.801,12.254,11.115,9.741,8.975,7.319
27.379,35.864,27.338,27.277,26.314,22.448,20.432,17.854,15.892,13.84,12.217,11.113,9.702,8.906,7.24
25.499,36.13,25.479,25.462,25.428,25.137,22.438,18.67,16.427,14.166,12.236,11.038,9.62,8.838,7.106
25.507,36.197,25.468,25.425,25.308,25.29,23.027,19.138,16.596,14.205,12.301,11.094,9.672,8.873,7.338
26.718,36.214,26.61,26.502,25.927,25.745,23.217,19.511,16.807,14.275,12.383,11.145,9.755,8.973,7.356
28.754,36.203,28.6,28.451,27.139,26.601,23.46,19.424,16.836,14.339,12.463,11.191,9.82,9.024,7.375
30.034,36.255,29.961,29.868,28.716,26.581,23.143,19.665,16.987,14.397,12.388,11.169,9.756,9.005,7.371
28.47,36.251,28.449,28.428,27.946,24.728,22.062,19.603,16.888,14.345,12.396,11.155,9.738,8.984,7.391
26.136,36.07,26.09,26.01,25.4,23.564,20.937,19.07,16.526,14.081,12.31,11.132,9.725,8.912,7.331
25.319,35.878,25.272,25.206,24.602,22.952,20.397,18.585,16.451,13.968,12.175,11.047,9.658,8.867,7.297
26.144,35.819,25.999,25.795,24.351,23.565,20.645,18.189,16.226,13.933,12.222,11.08,9.668,8.867,7.297
27.881,35.835,27.722,27.499,25.578,24.507,23.237,18.153,16.089,13.897,12.243,11.058,9.665,8.902,7.262
27.427,35.887,27.389,27.34,26.558,25.384,20.742,18.032,16.022,13.904,12.195,11.03,9.593,8.809,7.178
25.552,36.162,25.532,25.514,25.482,25.436,22.531,18.757,16.494,14.218,12.22,10.966,9.534,8.752,7.082
25.534,36.224,25.493,25.45,25.339,25.176,23.069,19.183,16.643,14.24,12.284,11.025,9.593,8.799,7.297
26.728,36.235,26.622,26.514,25.941,25.791,23.231,19.485,16.806,14.275,12.339,11.065,9.669,8.892,7.317
28.787,36.228,28.631,28.477,27.168,26.619,23.582,19.496,16.876,14.335,12.415,11.109,9.744,8.963,7.366
30.074,36.285,30.001,29.909,28.774,26.784,23.322,19.757,17.043,14.413,12.36,11.115,9.716,8.966,7.372
28.541,36.283,28.524,28.506,28.121,25.148,22.483,19.72,16.986,14.397,12.378,11.106,9.685,8.938,7.369
26.216,36.11,26.19,26.139,25.696,24.098,21.601,19.307,16.674,14.127,12.278,11.073,9.677,8.877,7.315
25.395,35.909,25.362,25.32,24.913,23.502,20.973,19.021,16.7,14.086,12.175,11.009,9.626,8.85,7.286
26.234,35.844,26.115,25.948,24.762,23.915,21.005,18.584,16.465,14.06,12.23,11.036,9.615,8.818,7.266
27.943,35.855,27.792,27.597,25.842,24.879,23.333,18.396,16.264,14.008,12.243,11.01,9.6,8.835,7.213
27.479,35.916,27.443,27.4,26.788,25.302,21.095,18.24,16.165,13.986,12.191,10.97,9.512,8.734,7.129
25.612,36.196,25.591,25.573,25.542,25.491,22.6,18.825,16.539,14.253,12.208,10.909,9.466,8.685,7.069
25.57,36.253,25.527,25.483,25.378,25.223,23.075,19.18,16.657,14.255,12.269,10.966,9.529,8.742,7.264
26.76,36.254,26.654,26.546,25.965,24.084,23.227,19.41,16.772,14.258,12.298,10.998,9.601,8.828,7.287
28.816,36.249,28.66,28.501,27.198,25.321,23.413,19.544,16.897,14.323,12.366,11.04,9.684,8.919,7.367
30.125,36.311,30.047,29.955,28.814,25.838,23.688,19.824,17.08,14.415,12.33,11.063,9.68,8.933,7.375
28.625,36.315,28.61,28.595,28.284,26.628,23.475,19.793,17.053,14.428,12.353,11.054,9.637,8.893,7.35
26.345,36.158,26.332,26.301,25.997,26.987,22.912,19.525,16.807,14.171,12.25,11.018,9.626,8.84,7.298
25.523,35.957,25.499,25.471,25.206,25.558,22.264,19.428,16.916,14.195,12.184,10.974,9.589,8.825,7.272
26.357,35.879,26.26,26.129,25.177,24.305,21.607,19.01,16.712,14.19,12.241,10.996,9.567,8.775,7.235
28.02,35.885,27.878,27.71,26.126,25.239,21.431,18.687,16.46,14.127,12.247,10.967,9.54,8.774,7.169
27.537,35.951,27.502,27.465,27.002,24.599,21.463,18.462,16.309,14.07,12.192,10.918,9.448,8.671,7.088
25.681,36.232,25.66,25.641,25.611,25.553,22.625,18.851,16.55,14.253,12.187,10.86,9.416,8.639,7.068
25.618,36.282,25.574,25.53,25.428,25.278,23.042,19.118,16.626,14.23,12.243,10.912,9.479,8.704,7.24
26.811,36.275,26.704,26.597,26.004,25.356,23.215,19.303,16.705,14.214,12.249,10.94,9.548,8.783,7.271
28.846,36.266,28.691,28.531,27.229,25.885,23.463,19.539,16.884,14.291,12.308,10.978,9.634,8.885,7.372
30.181,36.329,30.1,30.006,28.852,26.649,23.786,19.863,17.095,14.398,12.292,11.01,9.643,8.901,7.376
28.719,36.344,28.705,28.691,28.434,27.192,23.618,19.835,17.084,14.429,12.319,10.998,9.588,8.846,7.328
26.528,36.212,26.524,26.506,26.305,25.96,23.352,19.73,16.924,14.209,12.223,10.966,9.572,8.799,7.276
25.691,36.016,25.672,25.653,25.482,25.051,22.894,19.787,17.085,14.282,12.192,10.937,9.543,8.786,7.25
26.504,35.924,26.425,26.323,25.569,24.643,22.241,19.414,16.935,14.299,12.247,10.955,9.516,8.729,7.202
28.097,35.924,27.969,27.826,26.432,24.755,21.94,19.029,16.672,14.238,12.249,10.926,9.482,8.715,7.13
27.597,35.993,27.563,27.531,27.189,25.556,21.798,18.664,16.433,14.14,12.19,10.867,9.388,8.614,7.053
25.761,36.271,25.739,25.72,25.688,25.623,22.589,18.82,16.52,14.206,12.151,10.815,9.378,8.608,7.076
25.686,36.313,25.64,25.595,25.497,25.351,22.973,19.01,16.554,14.161,12.2,10.859,9.439,8.68,7.226
26.872,36.293,26.768,26.664,26.066,25.412,23.197,19.176,16.616,14.138,12.189,10.887,9.506,8.752,7.266
28.872,36.277,28.721,28.565,27.267,25.937,23.486,19.471,16.823,14.226,12.236,10.919,9.584,8.851,7.371
30.237,36.334,30.155,30.06,28.906,26.702,23.881,19.878,17.087,14.364,12.247,10.96,9.602,8.863,7.368
28.817,36.367,28.805,28.793,28.573,27.401,23.767,19.868,17.086,14.399,12.275,10.942,9.537,8.796,7.302
26.748,36.269,26.748,26.74,26.615,26.351,23.477,19.905,17.013,14.236,12.198,10.916,9.512,8.748,7.245
25.894,36.082,25.878,25.863,25.752,25.457,22.844,20.093,17.211,14.344,12.197,10.897,9.486,8.735,7.219
26.667,35.979,26.602,26.524,25.932,25.155,22.486,19.769,17.113,14.375,12.241,10.908,9.459,8.678,7.167
28.176,35.976,28.063,27.942,26.739,25.829,23.773,19.38,16.87,14.326,12.242,10.882,9.422,8.658,7.097
27.659,36.045,27.627,27.597,27.353,25.232,22.091,18.842,16.533,14.185,12.177,10.813,9.329,8.558,7.024
25.854,36.311,25.832,25.813,25.781,25.705,22.508,18.751,16.455,14.117,12.101,10.767,9.343,8.583,7.085
25.779,36.342,25.733,25.689,25.594,25.448,22.896,18.893,16.463,14.063,12.145,10.807,9.406,8.663,7.217
26.948,36.304,26.851,26.753,26.166,25.505,23.185,19.061,16.528,14.051,12.128,10.839,9.469,8.727,7.264
28.901,36.275,28.756,28.607,27.332,26.023,23.948,19.406,16.758,14.153,12.165,10.868,9.535,8.813,7.36
30.288,36.322,30.207,30.116,28.988,26.813,24.119,19.895,17.075,14.322,12.203,10.913,9.555,8.818,7.35
28.933,36.381,28.923,28.913,28.717,27.61,24.014,19.913,17.072,14.347,12.229,10.889,9.482,8.74,7.268
26.99,36.327,26.992,26.989,26.92,25.833,23.409,20.042,17.069,14.247,12.175,10.865,9.444,8.687,7.204
26.127,36.156,26.114,26.102,26.03,25.612,22.974,20.348,17.305,14.379,12.194,10.851,9.419,8.67,7.18
26.838,36.041,26.784,26.722,26.26,25.68,23.527,20.065,17.238,14.411,12.224,10.856,9.398,8.622,7.131
28.263,36.039,28.162,28.06,27.02,26.074,23.989,19.652,17.003,14.369,12.219,10.83,9.358,8.597,7.067
27.727,36.107,27.695,27.667,27.501,26.719,22.35,18.988,16.601,14.195,12.15,10.758,9.274,8.508,7.002
25.971,36.351,25.949,25.932,25.901,25.809,22.402,18.645,16.356,13.996,12.041,10.716,9.307,8.558,7.092
25.906,36.365,25.862,25.82,25.727,25.575,22.823,18.778,16.364,13.95,12.084,10.756,9.374,8.645,7.209
27.045,36.302,26.956,26.867,26.308,25.643,23.177,18.972,16.452,13.962,12.073,10.795,9.433,8.7,7.258
28.933,36.254,28.798,28.657,27.437,26.16,23.59,19.369,16.705,14.084,12.101,10.821,9.484,8.769,7.335
30.329,36.29,30.25,30.163,29.088,26.983,24.112,19.929,17.061,14.275,12.164,10.868,9.5,8.761,7.317
29.058,36.385,29.048,29.04,28.861,27.81,24.118,19.956,17.041,14.281,12.183,10.84,9.421,8.677,7.224
27.231,36.383,27.234,27.234,27.205,27.049,24.364,20.117,17.082,14.236,12.148,10.814,9.374,8.618,7.157
26.383,36.235,26.371,26.361,26.318,26.188,24.479,20.519,17.345,14.377,12.179,10.801,9.347,8.598,7.136
27.013,36.113,26.965,26.914,26.547,26.001,23.889,20.255,17.283,14.399,12.199,10.8,9.332,8.561,7.095
28.353,36.114,28.264,28.174,27.264,26.059,23.323,19.769,17.026,14.345,12.179,10.769,9.287,8.531,7.038
27.805,36.175,27.773,27.746,27.639,26.291,22.541,19.066,16.613,14.158,12.108,10.703,9.222,8.462,6.986
26.12,36.389,26.101,26.086,26.056,25.942,22.273,18.505,16.227,13.855,11.978,10.663,9.267,8.529,7.094
26.075,36.378,26.035,25.996,25.904,25.739,22.76,18.673,16.268,13.839,12.023,10.707,9.337,8.616,7.194
27.167,36.282,27.09,27.009,26.492,25.83,23.167,18.918,16.393,13.879,12.027,10.753,9.393,8.665,7.241
28.971,36.209,28.848,28.717,27.587,26.351,23.681,19.378,16.675,14.027,12.049,10.779,9.429,8.715,7.295
30.355,36.244,30.278,30.193,29.183,27.188,24.245,19.982,17.051,14.23,12.134,10.823,9.433,8.692,7.269
29.176,36.382,29.165,29.159,28.99,27.97,24.481,19.971,16.987,14.205,12.138,10.789,9.354,8.605,7.171
27.459,36.432,27.462,27.463,27.46,27.327,24.811,20.117,17.045,14.196,12.113,10.761,9.303,8.547,7.106
26.648,36.315,26.638,26.629,26.603,26.517,24.222,20.576,17.318,14.324,12.147,10.747,9.276,8.524,7.091
27.185,36.194,27.14,27.096,26.794,26.364,23.497,20.304,17.231,14.331,12.161,10.739,9.261,8.494,7.056
28.441,36.196,28.363,28.284,27.473,26.327,24.243,19.713,16.928,14.251,12.124,10.701,9.213,8.462,7.007
27.9,36.245,27.868,27.84,27.773,26.482,22.626,19.036,16.546,14.072,12.054,10.647,9.172,8.418,6.972
26.305,36.416,26.288,26.274,26.246,26.103,22.161,18.36,16.09,13.713,11.917,10.61,9.222,8.494,7.09
26.284,36.373,26.247,26.212,26.121,25.937,22.725,18.588,16.181,13.737,11.965,10.659,9.291,8.575,7.173
27.312,36.241,27.246,27.174,26.71,26.06,23.184,18.912,16.356,13.805,11.992,10.712,9.343,8.616,7.211
29.015,36.136,28.907,28.787,27.775,26.595,23.798,19.431,16.669,13.983,12.013,10.74,9.37,8.651,7.242
30.367,36.189,30.29,30.208,29.264,27.397,24.374,20.039,17.036,14.181,12.111,10.781,9.362,8.616,7.21
29.28,36.375,29.267,29.262,29.098,28.072,24.3,19.93,16.902,14.12,12.093,10.737,9.282,8.528,7.109
27.663,36.471,27.665,27.666,27.679,27.545,24.473,20.023,16.947,14.121,12.07,10.709,9.234,8.476,7.055
26.907,36.39,26.898,26.89,26.873,26.806,24.973,20.517,17.218,14.223,12.098,10.69,9.207,8.453,7.048
27.352,36.283,27.31,27.267,27.008,26.598,24.367,20.2,17.083,14.207,12.108,10.67,9.184,8.422,7.014
28.528,36.278,28.457,28.385,27.647,26.606,23.483,19.516,16.739,14.104,12.057,10.631,9.141,8.392,6.976
28.022,36.314,27.989,27.961,27.919,26.665,22.599,18.901,16.405,13.948,11.988,10.59,9.123,8.375,6.959
26.52,36.425,26.504,26.492,26.464,26.285,22.081,18.235,15.964,13.582,11.864,10.56,9.172,8.455,7.078
26.521,36.342,26.487,26.454,26.363,26.158,22.723,18.528,16.103,13.653,11.917,10.618,9.242,8.525,7.143
27.481,36.175,27.422,27.359,26.954,26.321,23.245,18.951,16.336,13.75,11.97,10.676,9.288,8.559,7.171
29.068,36.04,28.974,28.864,27.973,26.862,23.947,19.507,16.673,13.946,11.989,10.707,9.308,8.582,7.182
30.366,36.136,30.29,30.21,29.331,27.588,24.48,20.068,16.993,14.117,12.089,10.739,9.29,8.54,7.147
29.366,36.362,29.352,29.345,29.183,28.118,24.286,19.83,16.783,14.024,12.045,10.682,9.209,8.451,7.045
27.839,36.495,27.839,27.84,27.86,27.7,24.359,19.841,16.787,14.012,12.02,10.656,9.17,8.411,7.007
27.148,36.455,27.14,27.132,27.118,27.044,24.953,20.326,17.038,14.083,12.034,10.628,9.14,8.384,7.004
27.511,36.372,27.47,27.429,27.194,26.815,24.323,19.952,16.852,14.037,12.042,10.595,9.103,8.346,6.968
28.613,36.357,28.547,28.48,27.799,26.801,23.306,19.223,16.488,13.925,11.98,10.559,9.072,8.324,6.944
28.168,36.373,28.134,28.107,28.069,26.836,22.453,18.671,16.205,13.789,11.914,10.532,9.072,8.33,6.944
26.762,36.409,26.745,26.734,26.709,26.487,22.049,18.144,15.855,13.472,11.822,10.519,9.122,8.414,7.059
26.771,36.282,26.739,26.709,26.616,26.397,22.778,18.499,16.035,13.585,11.878,10.583,9.193,8.471,7.108
27.672,36.083,27.617,27.558,27.207,26.597,23.377,19.029,16.327,13.709,11.955,10.646,9.23,8.5,7.125
29.125,35.938,29.041,28.94,28.156,27.116,24.108,19.569,16.657,13.9,11.971,10.677,9.247,8.514,7.12
30.36,36.081,30.286,30.208,29.391,27.755,24.549,20.04,16.907,14.027,12.057,10.695,9.218,8.466,7.084
29.438,36.339,29.422,29.412,29.252,28.128,24.217,19.671,16.629,13.909,11.988,10.623,9.136,8.377,6.982
27.988,36.502,27.988,27.988,28.007,27.799,24.157,19.583,16.573,13.871,11.959,10.598,9.105,8.349,6.961
27.363,36.504,27.354,27.346,27.33,27.225,24.754,20.011,16.786,13.915,11.959,10.561,9.071,8.314,6.958
27.66,36.449,27.619,27.58,27.357,26.98,24.117,19.589,16.566,13.84,11.965,10.515,9.02,8.269,6.92
28.692,36.424,28.63,28.567,27.941,26.98,23.006,18.858,16.202,13.726,11.893,10.484,9.003,8.257,6.913
28.32,36.413,28.287,28.259,28.209,26.953,22.213,18.375,15.961,13.609,11.835,10.47,9.017,8.283,6.926
27.02,36.364,27.002,26.991,26.97,26.701,22.078,18.093,15.768,13.383,11.789,10.486,9.075,8.372,7.033
27.025,36.192,26.994,26.965,26.873,26.646,22.916,18.515,15.985,13.53,11.846,10.555,9.147,8.416,7.067
27.86,35.98,27.804,27.747,27.442,26.863,23.584,19.132,16.33,13.676,11.941,10.62,9.174,8.444,7.076
29.185,35.838,29.109,29.016,28.32,27.345,24.265,19.599,16.606,13.836,11.95,10.645,9.184,8.446,7.058
30.355,36.019,30.282,30.206,29.447,27.896,24.567,19.951,16.776,13.912,12.011,10.641,9.143,8.391,7.02
29.493,36.299,29.476,29.464,29.306,27.859,24.117,19.468,16.448,13.77,11.92,10.559,9.062,8.305,6.923
28.109,36.489,28.109,28.109,28.122,27.35,23.9,19.278,16.331,13.713,11.891,10.532,9.033,8.282,6.914
27.544,36.533,27.535,27.525,27.503,28.129,24.42,19.619,16.499,13.734,11.878,10.486,8.998,8.242,6.909
27.79,36.505,27.751,27.712,27.487,27.081,23.772,19.148,16.246,13.634,11.879,10.428,8.931,8.188,6.87
28.766,36.465,28.707,28.645,28.064,27.051,22.624,18.451,15.904,13.524,11.8,10.407,8.933,8.189,6.879
28.466,36.418,28.432,28.403,28.328,27.088,21.897,18.036,15.7,13.427,11.755,10.409,8.962,8.235,6.905
27.274,36.292,27.253,27.241,27.23,26.916,22.176,18.085,15.702,13.314,11.761,10.46,9.032,8.328,7.001
27.267,36.081,27.237,27.21,27.121,26.897,23.135,18.585,15.961,13.483,11.817,10.53,9.101,8.359,7.022
28.031,35.863,27.973,27.918,27.657,27.105,23.836,19.231,16.33,13.645,11.919,10.59,9.117,8.387,7.024
29.245,35.741,29.173,29.088,28.464,27.545,24.401,19.6,16.535,13.76,11.919,10.603,9.116,8.374,6.994
30.349,35.949,30.279,30.206,29.492,28.004,24.534,19.806,16.608,13.784,11.953,10.573,9.058,8.31,6.955
29.539,36.244,29.521,29.509,29.351,28.15,24.009,19.26,16.262,13.622,11.844,10.486,8.981,8.229,6.865
28.209,36.46,28.209,28.209,28.216,27.906,23.631,18.964,16.085,13.55,11.819,10.456,8.949,8.207,6.865
27.691,36.542,27.681,27.669,27.64,27.428,24.017,19.202,16.205,13.556,11.794,10.406,8.921,8.167,6.857
27.899,36.535,27.86,27.822,27.584,27.126,23.348,18.696,15.929,13.437,11.789,10.339,8.839,8.105,6.819
28.835,36.472,28.775,28.713,28.153,27.142,22.195,18.04,15.616,13.333,11.706,10.331,8.865,8.124,6.846
28.6,36.384,28.565,28.534,28.423,27.085,21.534,17.687,15.448,13.258,11.679,10.351,8.909,8.189,6.882
27.507,36.199,27.482,27.468,27.468,27.133,22.368,18.133,15.669,13.267,11.735,10.434,8.989,8.283,6.963
27.489,35.961,27.459,27.433,27.351,27.138,23.414,18.704,15.958,13.437,11.781,10.5,9.049,8.298,6.974
28.18,35.739,28.123,28.07,27.851,27.322,24.102,19.32,16.323,13.609,11.885,10.551,9.053,8.324,6.969
29.311,35.646,29.241,29.164,28.592,27.721,24.51,19.571,16.451,13.676,11.877,10.549,9.041,8.297,6.929
30.346,35.871,30.278,30.209,29.53,28.099,24.486,19.633,16.426,13.652,11.882,10.49,8.962,8.222,6.887
29.569,36.18,29.552,29.539,29.389,28.189,23.888,19.044,16.072,13.471,11.761,10.404,8.894,8.147,6.808
28.289,36.42,28.289,28.289,28.29,27.95,23.367,18.656,15.849,13.391,11.741,10.374,8.858,8.125,6.814
27.806,36.531,27.795,27.782,27.746,27.472,22.887,18.789,15.914,13.386,11.708,10.321,8.841,8.09,6.805
27.985,36.54,27.945,27.909,27.652,27.129,21.735,18.267,15.635,13.256,11.698,10.252,8.751,8.028,6.769
28.892,36.446,28.833,28.77,28.21,27.05,23.598,17.645,15.352,13.16,11.617,10.262,8.802,8.065,6.812
28.716,36.318,28.68,28.647,28.496,27.144,21.154,17.356,15.222,13.106,11.609,10.299,8.859,8.144,6.858
27.709,36.098,27.68,27.665,27.677,27.341,22.608,18.211,15.653,13.231,11.704,10.404,8.944,8.234,6.921
27.682,35.846,27.654,27.628,27.555,27.359,23.71,18.835,15.955,13.388,11.737,10.462,8.99,8.233,6.924
28.314,35.615,28.258,28.207,28.021,27.513,24.361,19.388,16.304,13.564,11.84,10.501,8.982,8.254,6.913
29.384,35.552,29.315,29.244,28.707,27.876,24.605,19.519,16.358,13.589,11.823,10.486,8.963,8.218,6.866
30.352,35.789,30.285,30.219,29.569,28.19,24.449,19.46,16.248,13.524,11.806,10.404,8.866,8.133,6.82
29.588,36.111,29.57,29.559,29.413,28.228,23.762,18.825,15.884,13.323,11.674,10.32,8.807,8.067,6.753
28.347,36.374,28.348,28.348,28.344,27.992,23.121,18.361,15.627,13.239,11.659,10.29,8.767,8.044,6.765
27.895,36.506,27.883,27.867,27.824,27.488,23.2,18.404,15.644,13.227,11.621,10.237,8.764,8.017,6.756
28.051,36.524,28.011,27.976,27.697,27.102,22.441,17.88,15.371,13.095,11.61,10.17,8.668,7.956,6.722
28.935,36.395,28.877,28.814,28.241,26.961,21.28,17.284,15.115,13.008,11.534,10.195,8.741,8.01,6.776
28.81,36.237,28.774,28.739,28.553,27.114,20.8,17.066,15.028,12.973,11.541,10.247,8.808,8.097,6.829
27.871,35.998,27.84,27.823,27.846,27.521,22.84,18.282,15.635,13.194,11.667,10.366,8.897,8.185,6.878
27.836,35.74,27.808,27.783,27.718,27.544,23.961,18.924,15.94,13.335,11.687,10.416,8.929,8.167,6.873
28.432,35.501,28.376,28.327,28.16,27.673,24.584,19.424,16.267,13.51,11.788,10.444,8.909,8.182,6.858
29.459,35.465,29.39,29.323,28.808,28.01,24.691,19.457,16.261,13.505,11.763,10.42,8.886,8.141,6.807
30.365,35.711,30.299,30.234,29.607,28.272,24.424,19.296,16.085,13.405,11.727,10.32,8.778,8.053,6.76
29.593,36.044,29.576,29.565,29.421,28.262,23.641,18.619,15.711,13.188,11.59,10.24,8.727,7.993,6.702
28.385,36.326,28.387,28.386,28.378,28.029,22.916,18.107,15.436,13.106,11.578,10.21,8.684,7.971,6.718
27.96,36.472,27.947,27.929,27.877,27.488,22.872,18.082,15.415,13.088,11.536,10.157,8.69,7.95,6.71
28.098,36.497,28.058,28.024,27.723,27.063,22.076,17.563,15.153,12.959,11.527,10.092,8.593,7.891,6.676
28.964,36.339,28.906,28.843,28.25,26.86,20.894,16.987,14.919,12.881,11.458,10.133,8.684,7.959,6.738
28.88,36.164,28.844,28.808,28.594,27.083,20.519,16.838,14.874,12.864,11.477,10.193,8.756,8.05,6.796
27.978,35.92,27.945,27.927,27.96,27.649,23.016,18.324,15.614,13.16,11.629,10.328,8.856,8.143,6.842
27.94,35.658,27.911,27.886,27.828,27.67,24.135,18.972,15.917,13.289,11.641,10.373,8.879,8.116,6.833
28.52,35.414,28.465,28.415,28.258,27.786,24.751,19.434,16.227,13.461,11.741,10.393,8.85,8.124,6.815
29.521,35.395,29.453,29.389,28.885,28.105,23.545,19.4,16.182,13.437,11.709,10.363,8.825,8.081,6.762
30.379,35.65,30.313,30.25,29.64,28.333,22.777,19.165,15.961,13.314,11.662,10.253,8.712,7.993,6.713
29.589,35.992,29.572,29.561,29.417,28.284,22.667,18.46,15.58,13.089,11.524,10.177,8.667,7.937,6.663
28.406,36.287,28.407,28.407,28.395,28.056,21.847,17.928,15.299,13.01,11.515,10.148,8.622,7.914,6.682
28.001,36.442,27.987,27.968,27.907,27.481,20.648,17.867,15.258,12.989,11.47,10.093,8.632,7.896,6.672
28.127,36.473,28.087,28.053,27.738,27.036,24.741,17.353,15.005,12.864,11.463,10.03,8.535,7.84,6.639
28.977,36.3,28.92,28.856,28.25,26.794,24.404,16.792,14.786,12.794,11.399,10.081,8.636,7.916,6.705
28.921,36.115,28.886,28.849,28.62,27.071,20.349,16.691,14.771,12.788,11.426,10.146,8.712,8.01,6.765
26.773,32.832,26.776,26.785,26.989,26.796,21.677,17.406,14.582,11.871,9.93,8.602,7.352,6.75,5.77
27.11,33.171,27.052,27.029,27.047,26.984,22.859,18.079,14.926,12.001,10.019,8.587,7.348,6.785,5.809
28.476,33.377,28.381,28.323,28.069,27.712,24.378,18.946,15.418,12.166,10.05,8.612,7.351,6.793,5.802
29.897,33.269,29.82,29.747,29.134,28.33,25.528,19.694,15.802,12.152,10.011,8.579,7.277,6.695,5.705
30.316,33.301,30.301,30.286,29.936,28.855,25.607,19.615,15.506,12.045,9.947,8.497,7.204,6.619,5.653
29.77,33.57,29.766,29.761,29.628,28.744,24.155,18.634,14.994,11.83,9.826,8.405,7.132,6.545,5.613
29.24,33.629,29.234,29.219,29.015,27.986,22.215,17.277,14.253,11.646,9.808,8.435,7.198,6.636,5.723
29.003,33.563,28.981,28.953,28.585,26.848,20.83,16.474,13.863,11.499,9.765,8.42,7.205,6.645,5.726
29.096,33.409,29.063,29.054,28.704,26.933,20.343,16.262,13.72,11.536,9.739,8.414,7.239,6.686,5.769
29.377,33.044,29.306,29.272,28.662,25.988,19.909,16.229,13.783,11.591,9.824,8.468,7.237,6.684,5.772
28.481,32.61,28.459,28.508,28.43,26.337,20.11,16.301,13.796,11.551,9.781,8.401,7.178,6.617,5.69
26.78,32.845,26.783,26.793,26.997,26.816,21.777,17.471,14.607,11.877,9.935,8.601,7.351,6.75,5.77
27.093,33.15,27.037,27.015,27.04,26.989,22.956,18.141,14.948,12,10.019,8.585,7.345,6.779,5.803
28.46,33.331,28.365,28.304,28.049,27.699,24.472,19.029,15.452,12.171,10.052,8.612,7.348,6.786,5.796
29.875,33.231,29.799,29.726,29.108,28.31,25.534,19.712,15.789,12.139,10.005,8.573,7.271,6.687,5.698
30.324,33.272,30.307,30.29,29.917,28.82,24.126,19.635,15.512,12.034,9.941,8.488,7.196,6.61,5.644
29.77,33.541,29.766,29.762,29.63,28.031,22.25,18.582,14.959,11.82,9.827,8.408,7.138,6.552,5.62
29.233,33.608,29.229,29.216,29.026,26.908,20.931,17.277,14.242,11.641,9.809,8.439,7.205,6.643,5.728
28.992,33.542,28.973,28.949,28.592,26.964,20.432,16.536,13.893,11.513,9.775,8.426,7.214,6.653,5.73
29.082,33.38,29.052,29.044,28.703,26.042,19.983,16.321,13.755,11.542,9.747,8.417,7.238,6.683,5.763
29.364,33.018,29.298,29.267,28.663,26.369,25.603,16.274,13.803,11.592,9.825,8.468,7.236,6.682,5.766
28.494,32.64,28.474,28.523,28.437,28.732,20.155,16.33,13.81,11.555,9.785,8.405,7.18,6.617,5.688
